130,D. Undav 23/24,Stuttgart,27,0.946,0.222,0.954,0.939,0.957,0.936,0.915,2315
131,L. Tchaouna 23/24,Salernitana,20,0.89,0.212,0.159,0.045,0.883,0.279,0.819,2304
132,A. Kalimuendo 23/24,Rennes,22,0.586,0.028,0.494,0.575,0.236,0.459,0.491,2297
133,João Pedro 23/24,Brighton,22,0.954,0.964,0.24,0.869,0.823,0.787,0.968,2289
134,E. Emegha 23/24,Strasbourg,21,0.12,0.399,0.515,0.367,0.028,0.014,0.088,2262
135,A. Gouiri 23/24,Rennes,24,0.936,0.809,0.441,0.547,0.614,0.611,0.773,2231
136,Dany Mota 23/24,Monza,26,0.943,0.837,0.159,0.141,0.583,0.756,0.77,2225
137,W. Weghorst 23/24,Hoffenheim,31,0.703,0.681,0.349,0.208,0.809,0.643,0.091,2192
138,Samu Omorodion 23/24,Deportivo Alavés,20,0.056,0.537,0.618,0.664,0.095,0.014,0.204,2188
139,Willian José 23/24,Real Betis,32,0.568,0.491,0.731,0.367,0.448,0.388,0.127,2164
140,V. Osimhen 23/24,Napoli,25,0.204,0.551,0.844,0.939,0.113,0.056,0.657,2148
141,Mostafa Mohamed 23/24,Nantes,26,0.257,0.876,0.243,0.575,0.406,0.176,0.399,2145
142,Zito Luvumbo 23/24,Cagliari,22,0.36,0.031,0.169,0.091,0.123,0.823,0.975,2130
143,Z. Amdouni 23/24,Burnley,23,0.653,0.067,0.169,0.187,0.703,0.116,0.756,2118
144,C. Wood 23/24,Nottingham Forest,32,0.381,0.59,0.922,0.763,0.565,0.279,0.197,2103
145,F. Chaïbi 23/24,Eintracht Frankfurt,21,0.957,0.049,0.063,0.056,0.985,0.978,0.558,2103
146,C. Archer 23/24,Sheffield United,22,0.183,0.017,0.169,0.106,0.038,0.611,0.416,2102
147,K. Behrens 23/24,Wolfsburg,33,0.48,0.833,0.272,0.473,0.713,0.388,0.106,2093
148,T. Moffi 23/24,Nice,24,0.286,0.272,0.554,0.692,0.36,0.643,0.378,2092
149,Álvaro Morata 23/24,Atlético Madrid,31,0.265,0.982,0.939,0.918,0.243,0.388,0.678,2090
