142,M. Sels 23/24,Nottingham Forest,32,0.006,0.675,0.356,0.006,0.961,0.375,0.031,1631
143,N. Pope 23/24,Newcastle United,32,0.726,0.885,0.707,0.05,0.057,0.821,0.299,1520
144,André Ferreira 23/24,Granada,27,0.77,0.636,0.426,0.242,0.414,0.382,0.14,1512
145,A. Bellaarouch 23/24,Strasbourg,22,0.681,0.515,0.713,0.605,0.019,0.108,0.082,1499
146,M. Svilar 23/24,Roma,24,0.019,0.535,0.77,0.84,0.038,0.955,0.885,1461
147,E. Berisha 23/24,Empoli,35,0.808,0.987,0.63,0.471,0.229,0.681,0.038,1380
148,Kepa 23/24,Real Madrid,29,0.05,0.484,0.248,0.592,0.299,0.63,0.821,1341
149,M. Dmitrović 23/24,Sevilla,32,0.49,0.292,0.261,0.312,0.292,0.949,0.089,1306
150,B. Costil 23/24,Salernitana,36,0.299,0.07,0,0.28,0.222,0.076,0.044,1275
151,P. Gulácsi 23/24,RB Leipzig,34,0.267,0.891,0.305,0.515,0.598,0.961,0.324,1198
152,R. Majecki 23/24,Monaco,24,0.891,0.738,0.757,0.35,0.866,0.726,0.987,1181
153,Iván Villar 23/24,Celta de Vigo,26,0.248,0.191,0.038,0.038,0.484,0.49,0.496,1146
154,S. Ulreich 23/24,Bayern München,35,0.757,0.108,0.082,0.745,0.146,0.369,0.127,1089
155,J. Musso 23/24,Atalanta,30,0.707,0.445,0.331,0.464,0.165,0.961,0.146,1083
156,C. Kelleher 23/24,Liverpool,25,0.152,0.496,0.063,0.961,0.369,0.961,0.726,1031
157,A. Murić 23/24,Burnley,25,0.98,0.694,0.993,1,0.006,0,1,1008
158,Iñaki Peña 23/24,Barcelona,25,0.579,0.515,0.331,0.299,0.044,0.961,0.222,1003
159,Diogo Costa 22/23,Porto,23,0.5,0.243,0.382,0.878,0.539,0.793,0.563,4755
160,G. Donnarumma 22/23,PSG,24,0.105,0.234,0.329,0.197,0.016,0.737,0.908,4991
161,Alisson 22/23,Liverpool,30,0.826,0.648,0.23,0.862,0.224,0.539,0.625,5013
162,Ederson 22/23,Man City,29,0.395,0.188,0.089,0.842,0.28,0.484,0.316,4624
163,T. Courtois 22/23,Real Madrid,31,0.52,0.322,0.178,0.859,0.059,0.681,0.882,5412
164,J. Oblak 22/23,Atlético Madrid,30,0.434,0.276,0.487,0.191,0.118,0.635,0.609,4086
165,M. ter Stegen 22/23,Barcelona,31,0.168,0.434,0.204,0.872,0.763,0.615,0.651,5071
166,A. Ramsdale 22/23,Arsenal,25,0.678,0.243,0.125,0.47,0.362,0.401,0.467,4264
167,G. Kobel 22/23,Borussia Dortmund,25,0.309,0.086,0.099,0.898,0.345,0.891,0.974,3445
168,M. Maignan 22/23,Milan,27,0.395,0.671,0.48,0.895,0.563,0.661,0.75,3080
169,Robert Sánchez 22/23,Brighton,25,0.181,0.576,0.622,0.625,0.01,0.128,0.151,2480
170,E. Martínez 22/23,Aston Villa,30,0.803,0.599,0.901,0.701,0.434,0.829,0.74,4362
171,David Raya 22/23,Brentford,27,0.799,0.671,0.832,0.845,0.688,0.5,0.74,3878
172,Unai Simón 22/23,Athletic Bilbao,25,0.421,0.049,0.069,0.556,0.424,0.188,0.408,3591
173,Álex Remiro 22/23,Real Sociedad,28,0.526,0.138,0.115,0.618,0.352,0.204,0.539,4879
174,J. Pickford 22/23,Everton,29,0.615,0.322,0.401,0.431,0.303,0.322,0.681,4479
175,G. Mamardashvili 22/23,Valencia,22,0.112,0.464,0.293,0.253,0.602,0.076,0.49,4455
176,D. Henderson 22/23,Nottingham Forest,26,0.757,0.016,0.566,0.602,0.109,0.954,0.724,1958
177,I. Meslier 22/23,Leeds United,23,0.911,0.845,0.747,0.27,0.036,0.359,0.092,3751
178,A. Lafont 22/23,Nantes,24,0.661,0.276,0.868,0.464,0.359,0.227,0.789,4591
179,A. Onana 22/23,Internazionale,27,0.099,0.204,0.313,0.941,0.678,0.757,0.796,4023
180,G. Bazunu 22/23,Southampton,21,0.862,0.888,0.813,0.592,0.438,0.115,0.03,3955
181,José Sá 22/23,Wolverhampton,30,0.26,0.743,0.796,0.477,0.204,0.26,0.388,3848
182,N. Pope 22/23,Newcastle United,31,0.928,0.204,0.711,0.115,0.257,0.322,0.77,4294
183,E. Mendy 22/23,Chelsea,31,0.296,0.967,0.655,0.48,0.75,0.247,0.431,1649
184,A. Meret 22/23,Napoli,26,0.089,0.112,0.109,0.385,0.875,0.895,0.569,4398
185,O. Vlachodimos 22/23,Benfica,29,0.141,0.365,0.352,0.168,0.391,0.622,0.411,5570
186,G. Vicario 22/23,Empoli,26,0.484,0.839,0.954,0.924,0.609,0.474,0.688,3163
187,D. de Gea 22/23,Man United,32,0.066,0.243,0.069,0.589,0.25,0.447,0.776,3883
188,Kepa Arrizabalaga 22/23,Chelsea,28,0.576,0.796,0.391,0.72,0.227,0.408,0.882,3983
189,Rui Silva 22/23,Real Betis,29,0.286,0.365,0.079,0.375,0.526,0.359,0.474,2742
190,Pau López 22/23,Olympique Marseille,28,0.039,0.717,0.487,0.753,0.099,0.905,0.391,4008
191,J. Musso 22/23,Atalanta,29,0.533,0.197,0.102,0.408,0.428,0.852,0.349,2429
192,J. Bijlow 22/23,Feyenoord,25,0.711,0.204,0.602,0.826,0.168,0.711,0.701,3339
193,W. Szczęsny 22/23,Juventus,33,0.132,0.434,0.204,0.339,0.97,0.816,0.582,4633
194,M. Carnesecchi 22/23,Cremonese,22,0.563,0.628,0.832,0.563,0.467,0.615,0.428,2772
195,W. Benítez 22/23,PSV,30,0.013,0.168,0.293,0.273,0.803,0.398,0.296,4136
196,I. Provedel 22/23,Lazio,29,0.263,0.434,0.53,0.796,0.536,0.513,0.714,4369
197,Y. Bounou 22/23,Sevilla,32,0.247,0.155,0.549,0.852,0.444,0.378,0.243,4216
198,G. Rulli 22/23,Ajax,31,0.625,0.77,0.868,0.957,0.717,0.586,0.319,3850
199,B. Leno 22/23,Fulham,31,0.849,0.546,0.401,0.803,0.474,0.918,1,3652
200,A. Nübel 22/23,Monaco,26,0.329,0.066,0.211,0.332,0.638,0.589,0.181,4695
201,B. Samba 22/23,Lens,29,0.438,0.576,0.28,0.737,0.191,0.664,0.967,3571
202,L. Chevalier 22/23,Lille,21,0.395,0.168,0.135,0.76,0.322,0.806,0.645,3478
203,P. Rajković 22/23,Mallorca,27,0.648,0.365,0.737,0.247,0.546,0.878,0.487,3547
204,J. Ledesma 22/23,Cádiz,30,0.855,0.911,0.921,0.184,0.197,0.089,0.586,3387
205,David Soria 22/23,Getafe,30,0.747,0.365,0.582,0.072,0.918,0.003,0.622,3851
206,A. Lopes 22/23,Olympique Lyonnais,32,0.296,0.743,0.102,0.605,0.454,0.609,0.763,3498
207,M. Vandevoordt 22/23,Genk,21,0.214,0.546,0.549,0.507,0.365,0.684,0.928,4128
208,K. Trapp 22/23,Eintracht Frankfurt,32,0.122,0.155,0.237,0.234,0.217,0.648,0.283,4641
209,M. Sels 22/23,Strasbourg,31,0.329,0.464,0.444,0.148,0.49,0.645,0.75,3797
210,A. Aréola 22/23,West Ham,30,0.072,0.513,0.178,0.289,0.753,0.102,0.513,2121
211,D. Ward 22/23,Leicester City,29,0.316,0.322,0.809,0.622,0.507,0.816,0.007,3048
212,K. Casteels 22/23,Wolfsburg,30,0.569,0.276,0.444,0.964,0.891,0.796,0.628,3488
213,Sergio Herrera 22/23,Osasuna,30,0.78,0.576,0.293,0.539,0.615,0.092,0.664,2474
214,M. Neuer 22/23,Bayern München,37,0.355,0.546,0.016,0.961,0.572,0.589,0.694,1834
215,J. Omlin 22/23,Borussia M'gladbach,29,0.836,0.493,0.78,0.918,0.316,0.365,0.559,2661
216,M. Flekken 22/23,Freiburg,29,0.625,0.188,0.655,0.931,0.839,0.368,0.569,4277
217,A. Rossi 22/23,Al Nassr,27,0.602,0.796,0.572,0.359,0.122,0.674,0.694,2845
218,João Paulo 22/23,Santos,27,0.329,0.888,0.747,0.086,0.151,0.924,0.957,1933
219,Bento 22/23,Athletico Paranaense,23,0.194,0.546,0.714,0.082,0.072,0.112,0.355,2331
220,M. Di Gregorio 22/23,Monza,25,0.638,0.138,0.115,0.911,0.497,0.714,0.681,3613
221,E. Audero 22/23,Sampdoria,26,0.543,0.513,0.582,0.638,0.441,0.783,0.23,2574
222,A. Murić 22/23,Burnley,24,0.247,0.868,0.813,0.928,0.776,0.319,0.786,4219
223,F. Woodman 22/23,Preston North End,26,0.576,0.546,0.638,0.368,0.395,0.349,0.135,4801
224,P. Gulácsi 22/23,RB Leipzig,33,0.908,0.003,0.016,0.836,0.066,0.553,0.276,1062
225,S. Ortega 22/23,Man City,30,0.789,0.132,0.01,1,0.934,0.753,0.839,1297
226,Matheus 22/23,Sporting Braga,30,0.891,0.628,0.507,0.704,0.516,0.378,0.651,4488
227,J. Butez 22/23,Antwerp,27,0.717,0.688,0.701,0.905,0.563,0.783,0.533,4992
228,K. Navas 22/23,Nottingham Forest,36,0.72,0.783,0.615,0.109,0.5,0.737,0.306,2188
229,B. Verbruggen 22/23,Anderlecht,20,0.888,0.546,0.457,0.977,0.145,0.477,0.901,3693
230,Y. Sommer 22/23,Bayern München,34,0.214,0.576,0.293,0.98,0.727,0.447,0.556,4062
231,M. Schwäbe 22/23,Köln,28,0.003,0.112,0.036,0.951,0.826,0.641,0.039,4058
232,R. Zentner 22/23,Mainz 05,28,0.678,0.977,0.99,0.5,0.513,0.02,0.197,2618
233,Rui Patrício 22/23,Roma,35,0.03,0.003,0.01,0.089,0.984,0.954,0.266,5332
234,M. Silvestri 22/23,Udinese,32,0.066,0.513,0.125,0.375,0.743,0.694,0.418,3818
235,A. Noppert 22/23,Heerenveen,29,0.872,0.717,0.77,0.737,0.378,0.23,0.865,2468
236,Y. Diouf 22/23,Reims,23,0.678,0.888,0.878,0.632,0.174,0.211,0.73,3358
237,W. Falcone 22/23,Lecce,28,0.655,0.628,0.701,0.355,0.806,0.78,0.516,3867
238,Julen Agirrezabala 22/23,Athletic Bilbao,22,0.263,0.276,0.622,0.49,0.783,0.674,0.332,1429
239,A. Lunin 22/23,Real Madrid,24,0.089,0.112,0.026,0.516,0.447,0.773,0.197,1354
240,S. Mignolet 22/23,Club Brugge,35,0.368,0.408,0.382,0.707,0.859,0.563,0.829,5074
241,P. Gollini 22/23,Napoli,28,0.171,0.043,0.039,0.944,0.901,0.901,0.164,1259
242,O. Baumann 22/23,Hoffenheim,32,0.421,0.898,0.918,0.908,0.487,0.803,0.424,3643
243,B. Drągowski 22/23,Spezia,25,0.813,0.628,0.293,0.786,0.477,0.914,0.181,3183
244,Z. Steffen 22/23,Man City,28,0.553,0.928,0.622,0.809,0.253,0.51,0.171,4421
245,O. Christensen 22/23,Hertha BSC,24,0.947,0.576,0.76,0.724,0.605,0.207,0.171,3337
246,Cleiton 22/23,Red Bull Bragantino,25,0.158,0.493,0.289,0.25,0.326,0.582,0.997,1204
247,H. Lloris 22/23,Tottenham Hotspur,36,0.385,0.671,0.428,0.214,0.664,0.885,0.118,3651
248,Luiz Júnior 22/23,Famalicão,22,0.576,0.855,0.895,0.184,0.283,0.411,0.618,4241
249,S. Johnstone 22/23,Crystal Palace,30,0.832,0.365,0.141,0.595,0.549,0.737,0.724,1076
250,M. Ryan 22/23,AZ,31,0.543,0.464,0.688,0.615,0.737,0.934,0.438,4010
251,L. Cháves 22/23,Huracán,27,0.803,0.276,0.28,0.727,0.648,0.184,0.25,2602
252,E. Unsain 22/23,Defensa y Justicia,28,0.697,0.868,0.845,0.651,0.138,0.622,0.813,2252
253,M. Perin 22/23,Juventus,30,0.072,0.026,0.053,0.51,0.336,0.967,0.974,1676
254,L. Montipò 22/23,Hellas Verona,27,0.576,0.138,0.253,0.424,0.961,0.829,0.069,3738
255,M. Bizot 22/23,Brest,32,0.438,0.227,0.401,0.263,0.845,0.98,0.826,3569
256,P. Köhn 22/23,Salzburg,25,0.671,0.234,0.444,0.391,0.852,0.688,0.816,4071
257,S. Dimitrievski 22/23,Rayo Vallecano,29,0.747,0.322,0.237,0.237,0.063,0.822,0.368,3945
258,Bruno Varela 22/23,Vitória Guimarães,28,0.625,0.947,0.813,0.283,0.783,0.378,0.678,3195
259,B. Lecomte 22/23,Montpellier,32,0.033,0.599,0.493,0.293,0.375,0.036,0.836,2823
260,M. Dmitrović 22/23,Sevilla,31,0.516,0.924,0.882,0.789,0.132,0.211,0.97,2307
261,Édgar Badía 22/23,Elche,31,0.678,0.648,0.457,0.112,0.895,0.855,0.72,3755
262,F. Rønnow 22/23,Union Berlin,30,0.444,0.408,0.931,0.938,0.987,0.845,0.931,3967
263,A. Bodart 22/23,Standard Liège,25,0.507,0.599,0.724,0.414,0.046,0.253,0.237,3998
264,Y. Mvogo 22/23,Lorient,28,0.079,0.493,0.582,0.319,0.931,0.872,0.549,1930
265,I. Radu 22/23,Auxerre,26,0.648,0.464,0.211,0.625,0.214,0.701,0.941,2991
